# Radius 	finiterdf__LJ_LJ	rdf__LJ_LJ	
8.71432 1.03381	1.03213	
8.72341 1.03994	1.03827	
8.7325 1.04776	1.04611	
8.7416 1.04505	1.04343	
8.75069 1.04832	1.04672	
8.75978 1.05025	1.04868	
8.76887 1.04129	1.03976	
8.77796 1.04698	1.04547	
8.78705 1.05561	1.05413	
8.79614 1.04768	1.04624	
8.80524 1.05316	1.05174	
8.81433 1.05055	1.04917	
8.82342 1.04993	1.04858	
8.83251 1.05471	1.05339	
8.8416 1.04377	1.0425	
8.85069 1.05323	1.05198	
8.85979 1.04978	1.04857	
8.86888 1.05553	1.05435	
8.87797 1.05142	1.05027	
8.88706 1.05023	1.04911	
8.89615 1.05724	1.05616	
8.90524 1.05877	1.05773	
8.91434 1.05148	1.05047	
8.92343 1.05107	1.0501	
8.93252 1.05791	1.05697	
8.94161 1.05266	1.05177	
8.9507 1.05762	1.05676	
8.95979 1.05111	1.05029	
8.96889 1.05515	1.05437	
8.97798 1.06004	1.05929	
8.98707 1.05927	1.05857	
8.99616 1.05903	1.05836	
9.00525 1.0625	1.06187	
9.01434 1.06182	1.06124	
9.02344 1.05208	1.05154	
9.03253 1.05191	1.0514	
9.04162 1.06211	1.06165	
9.05071 1.05498	1.05456	
9.0598 1.05893	1.05855	
9.06889 1.0536	1.05325	
9.07799 1.06279	1.06249	
9.08708 1.06436	1.0641	
9.09617 1.0616	1.06139	
9.10526 1.05832	1.05815	
9.11435 1.05228	1.05215	
9.12344 1.06183	1.06175	
9.13253 1.05738	1.05734	
9.14163 1.05548	1.05548	
9.15072 1.05588	1.05592	
9.15981 1.05134	1.05141	
9.1689 1.05383	1.05394	
9.17799 1.05706	1.05722	
9.18708 1.0567	1.0569	
9.19618 1.06237	1.06262	
9.20527 1.05087	1.05116	
9.21436 1.06489	1.06522	
9.22345 1.04899	1.04935	
9.23254 1.04588	1.04628	
9.24163 1.05006	1.0505	
9.25073 1.0553	1.05578	
9.25982 1.05493	1.05546	
9.26891 1.05425	1.05482	
9.278 1.05974	1.06035	
9.28709 1.04851	1.04916	
9.29618 1.05465	1.05534	
9.30528 1.04931	1.05004	
9.31437 1.04486	1.04562	
9.32346 1.04543	1.04623	
9.33255 1.04648	1.04732	
9.34164 1.03864	1.0395	
9.35073 1.04248	1.04338	
9.35983 1.04787	1.0488	
9.36892 1.04176	1.04273	
9.37801 1.04493	1.04593	
9.3871 1.03839	1.03941	
9.39619 1.04528	1.04635	
9.40528 1.03747	1.03856	
9.41438 1.03864	1.03976	
9.42347 1.03948	1.04064	
9.43256 1.0349	1.03608	
9.44165 1.04006	1.04128	
9.45074 1.03914	1.04039	
9.45983 1.03668	1.03795	
9.46892 1.04009	1.0414	
9.47802 1.03144	1.03277	
9.48711 1.02935	1.0307	
9.4962 1.03389	1.03527	
9.50529 1.03707	1.03849	
9.51438 1.02999	1.03142	
9.52347 1.0297	1.03116	
9.53257 1.03238	1.03387	
9.54166 1.02537	1.02687	
9.55075 1.02976	1.03129	
9.55984 1.03082	1.03238	
9.56893 1.02632	1.02789	
9.57802 1.02569	1.02729	
9.58712 1.01964	1.02124	
9.59621 1.02797	1.02961	
9.6053 1.019	1.02065	
9.61439 1.02423	1.02591	
9.62348 1.02042	1.02211	
9.63257 1.01841	1.02011	
9.64167 1.02128	1.023	
9.65076 1.0219	1.02364	
9.65985 1.01561	1.01736	
9.66894 1.02195	1.02373	
9.67803 1.01788	1.01966	
9.68712 1.0194	1.02121	
9.69622 1.01537	1.01718	
9.70531 1.01079	1.01261	
9.7144 1.01464	1.01647	
9.72349 1.01807	1.01993	
9.73258 1.00979	1.01165	
9.74167 1.01236	1.01423	
9.75077 1.00902	1.01089	
9.75986 1.00877	1.01065	
9.76895 1.00505	1.00693	
9.77804 1.00734	1.00924	
9.78713 1.01093	1.01284	
9.79622 1.00607	1.00797	
9.80531 1.00387	1.00578	
9.81441 1.0049	1.00681	
9.8235 0.995657	0.997552	
9.83259 1.00447	1.00639	
9.84168 0.999524	1.00143	
9.85077 1.00197	1.00389	
9.85986 0.995537	0.99744	
9.86896 0.99403	0.995927	
9.87805 0.997049	0.99895	
9.88714 0.999835	1.00174	
9.89623 0.995103	0.996999	
9.90532 0.99626	0.998157	
9.91441 0.992022	0.993905	
9.92351 0.987521	0.989387	
9.9326 0.989094	0.990955	
9.94169 0.985966	0.987811	
9.95078 0.993491	0.995346	
9.95987 0.990363	0.992205	
9.96896 0.991845	0.993684	
9.97806 0.985287	0.987103	
9.98715 0.985109	0.986913	
9.99624 0.981637	0.983421	
10.0053 0.982007	0.983777	
10.0144 0.987419	0.989189	
10.0235 0.985798	0.987554	
10.0326 0.984869	0.986611	
10.0417 0.984987	0.986718	
10.0508 0.981634	0.983344	
10.0599 0.98764	0.989351	
10.069 0.985309	0.987004	
10.0781 0.978148	0.979813	
10.0872 0.98759	0.989262	
10.0962 0.978212	0.979849	
10.1053 0.979107	0.980729	
10.1144 0.974797	0.976391	
10.1235 0.970712	0.972273	
10.1326 0.977976	0.97953	
10.1417 0.977877	0.979413	
10.1508 0.971029	0.972529	
10.1599 0.977325	0.978816	
10.169 0.977202	0.978673	
10.1781 0.976684	0.978133	
10.1872 0.974908	0.976334	
10.1963 0.972832	0.974231	
10.2053 0.97806	0.979447	
10.2144 0.973177	0.974534	
10.2235 0.976646	0.977987	
10.2326 0.973004	0.974316	
10.2417 0.973387	0.974675	
10.2508 0.968713	0.969968	
10.2599 0.970209	0.971439	
10.269 0.974484	0.975696	
10.2781 0.967144	0.968318	
10.2872 0.97221	0.973364	
10.2963 0.968407	0.969528	
10.3054 0.978641	0.979755	
10.3144 0.966009	0.967077	
10.3235 0.973696	0.974749	
10.3326 0.966118	0.967131	
10.3417 0.96756	0.968544	
10.3508 0.969704	0.970663	
10.3599 0.962074	0.962989	
10.369 0.970917	0.971814	
10.3781 0.968142	0.969007	
10.3872 0.969172	0.970007	
10.3963 0.966113	0.966914	
10.4054 0.96563	0.966398	
10.4145 0.960211	0.960937	
10.4235 0.964269	0.964963	
10.4326 0.969103	0.969771	
10.4417 0.963535	0.964165	
10.4508 0.966741	0.96734	
10.4599 0.96699	0.967557	
10.469 0.963862	0.964392	
10.4781 0.964825	0.965321	
10.4872 0.964896	0.965358	
10.4963 0.969918	0.970352	
10.5054 0.963542	0.963938	
10.5145 0.959363	0.959716	
10.5236 0.96168	0.961997	
10.5326 0.968447	0.968734	
10.5417 0.965358	0.965609	
10.5508 0.969534	0.969755	
10.5599 0.968466	0.968655	
10.569 0.96809	0.968246	
10.5781 0.96519	0.96531	
10.5872 0.966579	0.966665	
10.5963 0.968689	0.968744	
10.6054 0.973474	0.973501	
10.6145 0.964336	0.964326	
10.6236 0.965692	0.965646	
10.6327 0.96658	0.966499	
10.6417 0.967073	0.966957	
10.6508 0.967892	0.967743	
10.6599 0.969636	0.969454	
10.669 0.970406	0.970192	
10.6781 0.968038	0.967791	
10.6872 0.970901	0.970622	
10.6963 0.966832	0.966518	
10.7054 0.972416	0.972071	
10.7145 0.964818	0.964437	
10.7236 0.975237	0.974825	
10.7327 0.972325	0.971884	
10.7418 0.970385	0.969912	
10.7508 0.968862	0.968356	
10.7599 0.974731	0.974193	
10.769 0.970112	0.969544	
10.7781 0.969189	0.968587	
10.7872 0.96235	0.961711	
10.7963 0.97529	0.974614	
10.8054 0.9685	0.967793	
10.8145 0.977134	0.976395	
10.8236 0.975425	0.974659	
10.8327 0.975171	0.974376	
10.8418 0.973218	0.972394	
10.8509 0.980076	0.979222	
10.8599 0.977127	0.97625	
10.869 0.981457	0.980553	
10.8781 0.976768	0.975841	
10.8872 0.974563	0.973609	
10.8963 0.984384	0.983401	
10.9054 0.977602	0.976599	
10.9145 0.976345	0.975315	
10.9236 0.979084	0.978026	
10.9327 0.98522	0.984137	
10.9418 0.981196	0.980094	
10.9509 0.981412	0.980286	
10.96 0.986027	0.984878	
10.969 0.978482	0.977315	
10.9781 0.982321	0.981127	
10.9872 0.982547	0.981331	
10.9963 0.984601	0.983363	
11.0054 0.979584	0.978327	
11.0145 0.983054	0.981771	
11.0236 0.982199	0.980893	
11.0327 0.986135	0.984806	
11.0418 0.988355	0.987007	
11.0509 0.985679	0.984317	
11.06 0.988808	0.987425	
11.0691 0.990045	0.988647	
11.0781 0.994031	0.992619	
11.0872 0.98345	0.982031	
11.0963 0.986584	0.985142	
11.1054 0.994618	0.993156	
11.1145 0.991421	0.989951	
11.1236 0.991892	0.990409	
11.1327 0.99181	0.990315	
11.1418 0.991992	0.990485	
11.1509 0.995156	0.993636	
11.16 0.993635	0.992108	
11.1691 0.996447	0.994908	
11.1781 0.993428	0.991884	
11.1872 0.99476	0.993205	
11.1963 0.997118	0.995554	
11.2054 0.99579	0.99422	
11.2145 0.99681	0.995232	
11.2236 0.995952	0.994369	
11.2327 1.00018	0.998592	
11.2418 0.996835	0.995242	
11.2509 0.999257	0.997658	
11.26 0.998959	0.997357	
11.2691 0.996071	0.994466	
11.2782 0.999531	0.997918	
11.2872 1.00108	0.999466	
11.2963 1.00273	1.00111	
11.3054 1.00063	0.999009	
11.3145 1.00028	0.998659	
11.3236 1.00178	1.00017	
11.3327 0.999771	0.998153	
11.3418 1.0068	1.00518	
11.3509 1.00552	1.0039	
11.36 1.00645	1.00484	
11.3691 1.00588	1.00428	
11.3782 1.00502	1.00342	
11.3873 1.00635	1.00475	
11.3963 1.00714	1.00555	
11.4054 1.00026	0.998686	
11.4145 1.00991	1.00833	
11.4236 1.01135	1.00978	
11.4327 1.00664	1.00509	
11.4418 1.00703	1.00549	
11.4509 1.01373	1.01219	
11.46 1.01498	1.01345	
11.4691 1.00945	1.00795	
11.4782 1.00724	1.00575	
11.4873 1.00359	1.00211	
11.4964 1.01425	1.01277	
11.5054 1.01009	1.00863	
11.5145 1.01832	1.01687	
11.5236 1.00995	1.00853	
11.5327 1.01424	1.01282	
11.5418 1.01699	1.01559	
11.5509 1.01124	1.00986	
11.56 1.01396	1.0126	
11.5691 1.02047	1.01913	
11.5782 1.01559	1.01428	
11.5873 1.01614	1.01485	
11.5964 1.01679	1.01553	
11.6055 1.01716	1.01592	
11.6145 1.01747	1.01625	
11.6236 1.01661	1.01542	
11.6327 1.01812	1.01695	
11.6418 1.01101	1.00986	
11.6509 1.01452	1.01338	
11.66 1.01469	1.01357	
11.6691 1.01895	1.01786	
11.6782 1.01332	1.01225	
11.6873 1.0177	1.01666	
11.6964 1.01476	1.01374	
11.7055 1.01616	1.01516	
11.7146 1.01592	1.01495	
11.7236 1.02102	1.02008	
11.7327 1.01058	1.00965	
11.7418 1.01758	1.01667	
11.7509 1.02082	1.01994	
11.76 1.01053	1.00968	
11.7691 1.02219	1.02136	
11.7782 1.01994	1.01914	
11.7873 1.01997	1.0192	
11.7964 1.01596	1.01523	
11.8055 1.01899	1.01828	
11.8146 1.01808	1.0174	
11.8237 1.01747	1.01681	
11.8327 1.02319	1.02257	
11.8418 1.02035	1.01977	
11.8509 1.01723	1.01667	
11.86 1.0207	1.02017	
11.8691 1.02183	1.02134	
11.8782 1.01824	1.01778	
11.8873 1.01826	1.01782	
11.8964 1.0157	1.01529	
11.9055 1.02322	1.02285	
11.9146 1.02188	1.02154	
11.9237 1.02016	1.01986	
11.9328 1.02146	1.02119	
11.9418 1.02021	1.01998	
11.9509 1.01479	1.01458	
11.96 1.0219	1.02173	
11.9691 1.02021	1.02007	
11.9782 1.02367	1.02357	
11.9873 1.01717	1.0171	
11.9964 1.01896	1.01892	
12.0055 1.01862	1.01862	
12.0146 1.02153	1.02156	
12.0237 1.01928	1.01934	
12.0328 1.01722	1.01732	
12.0419 1.02495	1.02509	
12.0509 1.01978	1.01996	
12.06 1.02461	1.02483	
12.0691 1.01887	1.01912	
12.0782 1.02103	1.02132	
12.0873 1.01826	1.01859	
12.0964 1.02096	1.02132	
12.1055 1.02045	1.02085	
12.1146 1.02243	1.02287	
12.1237 1.01652	1.01698	
12.1328 1.02669	1.02721	
12.1419 1.01644	1.01698	
12.151 1.01644	1.01702	
12.16 1.01492	1.01553	
12.1691 1.02135	1.022	
12.1782 1.02257	1.02326	
12.1873 1.01779	1.01852	
12.1964 1.01729	1.01805	
12.2055 1.01259	1.01337	
12.2146 1.01506	1.01587	
12.2237 1.01715	1.01799	
12.2328 1.0148	1.01567	
12.2419 1.01702	1.01793	
12.251 1.01242	1.01335	
12.2601 1.01711	1.01807	
12.2691 1.01448	1.01547	
12.2782 1.00697	1.00797	
12.2873 1.01428	1.01532	
12.2964 1.01243	1.01349	
12.3055 1.0148	1.0159	
12.3146 1.01268	1.0138	
12.3237 1.00661	1.00774	
12.3328 1.00595	1.00709	
12.3419 1.01377	1.01495	
12.351 1.01001	1.0112	
12.3601 1.01206	1.01328	
12.3692 1.01296	1.01421	
12.3782 1.00989	1.01116	
12.3873 1.013	1.0143	
12.3964 1.00706	1.00837	
12.4055 1.01203	1.01337	
12.4146 1.00714	1.00849	
12.4237 1.01046	1.01184	
12.4328 1.00679	1.00818	
12.4419 1.00569	1.0071	
12.451 1.01397	1.01541	
12.4601 1.01415	1.01563	
12.4692 1.00706	1.00855	
12.4783 1.00861	1.01012	
12.4873 1.00655	1.00807	
12.4964 1.00829	1.00983	
12.5055 1.01142	1.013	
12.5146 1.00499	1.00657	
12.5237 1.00221	1.00379	
12.5328 1.00448	1.00608	
12.5419 1.00686	1.00848	
12.551 1.00496	1.00659	
12.5601 1.00843	1.01009	
12.5692 1.00423	1.00589	
12.5783 1.00679	1.00848	
12.5874 1.00611	1.00781	
12.5964 0.998174	0.999861	
12.6055 1.00489	1.0066	
12.6146 1.00527	1.007	
12.6237 0.998272	0.999987	
12.6328 1.00304	1.00477	
12.6419 1.00333	1.00508	
12.651 1.00645	1.00822	
12.6601 1.00181	1.00358	
12.6692 1.00104	1.00282	
12.6783 1.00297	1.00476	
12.6874 1.00354	1.00534	
12.6965 0.997655	0.999443	
12.7055 1.00123	1.00303	
12.7146 1.00018	1.00198	
12.7237 0.999976	1.00178	
12.7328 0.998626	1.00043	
12.7419 0.999793	1.0016	
12.751 0.997594	0.999399	
12.7601 0.997155	0.998957	
12.7692 0.997767	0.999569	
12.7783 0.995229	0.99702	
12.7874 0.99856	1.00036	
12.7965 0.995624	0.997411	
12.8056 0.993727	0.9955	
12.8146 0.994963	0.996731	
12.8237 0.992139	0.993887	
12.8328 0.991064	0.992794	
12.8419 0.993692	0.995416	
12.851 0.999568	1.00131	
12.8601 0.995206	0.99693	
12.8692 0.992609	0.994314	
12.8783 0.992456	0.994148	
12.8874 0.991322	0.992995	
12.8965 0.989795	0.991446	
12.9056 0.99371	0.995357	
12.9146 0.996006	0.997651	
12.9237 0.992486	0.994111	
12.9328 0.99075	0.992354	
12.9419 0.988295	0.989871	
12.951 0.99618	0.997764	
12.9601 0.984529	0.986061	
12.9692 0.989021	0.990538	
12.9783 0.983905	0.98538	
12.9874 0.988365	0.989823	
12.9965 0.994104	0.99556	
13.0056 0.991049	0.992483	
13.0147 0.991382	0.9928	
13.0237 0.992323	0.993727	
13.0328 0.991131	0.992515	
13.0419 0.994007	0.995383	
13.051 0.9924	0.993759	
13.0601 0.989544	0.990878	
13.0692 0.992968	0.994293	
13.0783 0.991272	0.992577	
13.0874 0.989435	0.990715	
13.0965 0.991089	0.992353	
13.1056 0.987384	0.988616	
13.1147 0.98521	0.986406	
13.1238 0.987158	0.988328	
13.1328 0.990199	0.991352	
13.1419 0.991147	0.992282	
13.151 0.987227	0.988329	
13.1601 0.988332	0.98941	
13.1692 0.989005	0.99006	
13.1783 0.985947	0.986966	
13.1874 0.98706	0.988051	
13.1965 0.98889	0.989858	
13.2056 0.990852	0.991802	
13.2147 0.987002	0.987918	
13.2238 0.98788	0.98877	
13.2329 0.993563	0.994444	
13.2419 0.992432	0.993296	
13.251 0.985387	0.98621	
13.2601 0.99042	0.991226	
13.2692 0.98873	0.989508	
13.2783 0.991688	0.99245	
13.2874 0.988092	0.988824	
13.2965 0.986629	0.987328	
13.3056 0.987682	0.988353	
13.3147 0.988682	0.989326	
13.3238 0.987586	0.9882	
13.3329 0.987219	0.987802	
13.342 0.984007	0.98455	
13.351 0.987671	0.988186	
13.3601 0.990655	0.991149	
13.3692 0.984913	0.985367	
13.3783 0.985565	0.985984	
13.3874 0.98925	0.989645	
13.3965 0.986338	0.986698	
13.4056 0.98697	0.987298	
13.4147 0.98762	0.987917	
13.4238 0.988027	0.988294	
13.4329 0.985898	0.98613	
13.442 0.991443	0.991654	
13.4511 0.992916	0.99311	
13.4601 0.986315	0.986473	
13.4692 0.986329	0.986451	
13.4783 0.988025	0.988117	
13.4874 0.986361	0.986419	
13.4965 0.989444	0.989474	
13.5056 0.994583	0.994599	
13.5147 0.991291	0.991285	
13.5238 0.989262	0.989227	
13.5329 0.98675	0.986681	
13.542 0.987022	0.986918	
13.5511 0.987631	0.987495	
13.5602 0.990903	0.990742	
13.5692 0.986096	0.985899	
13.5783 0.990416	0.990192	
13.5874 0.984717	0.984454	
13.5965 0.988784	0.988489	
13.6056 0.990651	0.990331	
13.6147 0.989123	0.988773	
13.6238 0.992572	0.9922	
13.6329 0.98898	0.988579	
13.642 0.990494	0.990066	
13.6511 0.989669	0.989213	
13.6602 0.993	0.992522	
13.6693 0.9878	0.98729	
13.6783 0.991805	0.99127	
13.6874 0.987648	0.987081	
13.6965 0.986931	0.986327	
13.7056 0.990256	0.989623	
13.7147 0.990391	0.989729	
13.7238 0.991412	0.990724	
13.7329 0.990838	0.990124	
13.742 0.992141	0.991403	
13.7511 0.991884	0.991122	
13.7602 0.996597	0.995819	
13.7693 0.998536	0.997751	
13.7784 0.993328	0.992526	
13.7874 0.995601	0.994783	
13.7965 0.98643	0.985581	
13.8056 0.991149	0.990269	
13.8147 0.98623	0.985313	
13.8238 0.99293	0.991985	
13.8329 0.996127	0.995166	
13.842 0.992288	0.991307	
13.8511 0.993318	0.992314	
13.8602 0.994986	0.993964	
13.8693 0.995029	0.993989	
13.8784 0.996412	0.995358	
13.8875 0.996188	0.99512	
13.8965 0.994747	0.993663	
13.9056 0.995571	0.994471	
13.9147 0.995778	0.994662	
13.9238 0.999261	0.998136	
13.9329 0.994426	0.993288	
13.942 0.996679	0.995525	
13.9511 0.996866	0.9957	
13.9602 0.996841	0.995663	
13.9693 1.00006	0.998879	
13.9784 1.00059	0.999403	
13.9875 1.00018	0.998989	
13.9966 1.00273	1.00154	
14.0056 1.00249	1.0013	
14.0147 0.99698	0.995789	
14.0238 1.00422	1.00303	
14.0329 0.994056	0.992857	
14.042 1.0005	0.999287	
14.0511 0.993265	0.992042	
14.0602 0.997421	0.996182	
14.0693 0.998753	0.997505	
14.0784 0.998799	0.997543	
14.0875 1.00716	1.00591	
14.0966 1.00125	1	
14.1057 1.00295	1.00171	
14.1147 1.00134	1.00011	
14.1238 0.995203	0.993957	
14.1329 1.00212	1.00087	
14.142 0.997686	0.996429	
14.1511 1.00264	1.00138	
14.1602 1.0001	0.998836	
14.1693 1.00145	1.00019	
14.1784 0.998312	0.997046	
14.1875 1.00411	1.00284	
14.1966 1.00247	1.00121	
14.2057 0.998868	0.997606	
14.2148 1.00669	1.00544	
14.2238 1.00143	1.00018	
14.2329 1.00252	1.00128	
14.242 1.00202	1.00078	
14.2511 1.00469	1.00345	
14.2602 0.999927	0.998694	
14.2693 1.0019	1.00067	
14.2784 1.00729	1.00607	
14.2875 1.00566	1.00445	
14.2966 0.997759	0.996552	
14.3057 1.00428	1.00307	
14.3148 0.997084	0.995874	
14.3239 1.00488	1.00367	
14.3329 1.00364	1.00245	
14.342 1.00078	0.999585	
14.3511 1.00178	1.00059	
14.3602 1.00114	0.999948	
14.3693 1.00352	1.00233	
14.3784 1.00522	1.00404	
14.3875 1.00605	1.00488	
14.3966 1.00618	1.00503	
14.4057 1.00696	1.00583	
14.4148 1.00494	1.00383	
14.4239 1.00083	0.999721	
14.433 1.00947	1.00837	
14.442 1.00089	0.999798	
14.4511 1.00998	1.00891	
14.4602 0.999501	0.998437	
14.4693 1.00475	1.00369	
14.4784 1.00617	1.00513	
14.4875 1.00734	1.00632	
14.4966 1.00271	1.0017	
14.5057 1.01154	1.01055	
14.5148 1.00748	1.00652	
14.5239 1.0104	1.00946	
14.533 1.0078	1.00689	
14.5421 1.00896	1.00807	
14.5511 1.00459	1.00372	
14.5602 1.00909	1.00825	
14.5693 1.00771	1.00689	
14.5784 1.00697	1.00617	
14.5875 1.00363	1.00284	
14.5966 1.01136	1.0106	
14.6057 1.00692	1.00618	
14.6148 1.00907	1.00836	
14.6239 1.00248	1.00178	
14.633 1.00449	1.0038	
14.6421 1.00648	1.00581	
14.6511 1.00828	1.00763	
14.6602 1.00685	1.00623	
14.6693 1.0069	1.00629	
14.6784 1.00916	1.00859	
14.6875 1.01289	1.01236	
14.6966 1.00491	1.00439	
14.7057 1.00298	1.00247	
14.7148 1.00625	1.00576	
14.7239 1.00911	1.00864	
14.733 1.00823	1.0078	
14.7421 1.01183	1.01143	
14.7512 1.00429	1.00391	
14.7602 1.00656	1.0062	
14.7693 1.00819	1.00786	
14.7784 1.00578	1.00546	
14.7875 1.0018	1.00149	
14.7966 1.00584	1.00555	
14.8057 1.00443	1.00415	
14.8148 1.00946	1.00921	
14.8239 1.0073	1.00707	
14.833 1.00822	1.00802	
14.8421 1.0094	1.00923	
14.8512 1.00305	1.0029	
14.8603 1.01056	1.01044	
14.8693 1.00851	1.00842	
14.8784 1.00827	1.00822	
14.8875 1.0027	1.00265	
14.8966 1.01001	1.01	
14.9057 1.0035	1.00349	
14.9148 1.01076	1.0108	
14.9239 1.00558	1.00564	
14.933 1.00754	1.00762	
14.9421 1.00471	1.00481	
14.9512 1.00364	1.00375	
14.9603 1.00601	1.00615	
14.9694 1.0068	1.00696	
14.9784 1.00455	1.00473	
14.9875 1.00945	1.00967	
14.9966 1.00932	1.00957	
15.0057 1.01092	1.01121	
15.0148 1.00937	1.0097	
15.0239 1.00556	1.00591	
15.033 1.00208	1.00243	
15.0421 1.01092	1.01131	
15.0512 1.00681	1.00723	
15.0603 1.01059	1.01106	
15.0694 1.00264	1.00311	
15.0785 1.00727	1.00777	
15.0875 1.00531	1.00583	
15.0966 1.00357	1.00411	
15.1057 1.00985	1.01043	
15.1148 1.00347	1.00406	
15.1239 1.0054	1.00601	
15.133 1.00497	1.0056	
15.1421 1.00384	1.00448	
15.1512 1.00514	1.00581	
15.1603 1.0036	1.00429	
15.1694 1.00393	1.00463	
15.1785 1.00518	1.00591	
15.1876 1.00166	1.0024	
15.1966 1.00175	1.00249	
15.2057 0.99942	1.00016	
15.2148 1.00303	1.00379	
15.2239 1.00501	1.00579	
15.233 1.00695	1.00776	
15.2421 1.00425	1.00508	
15.2512 1.00178	1.00261	
15.2603 1.00179	1.00264	
15.2694 1.00363	1.0045	
15.2785 1.0006	1.00147	
15.2876 1.00511	1.006	
15.2967 1.00512	1.00603	
15.3057 1.00086	1.00179	
15.3148 1.00283	1.00377	
15.3239 1.00209	1.00304	
15.333 1.00627	1.00725	
15.3421 1.00372	1.00472	
15.3512 1.00281	1.00382	
15.3603 1.00366	1.00469	
15.3694 1.00356	1.00461	
15.3785 0.998908	0.999952	
15.3876 1.00527	1.00634	
15.3967 1.00288	1.00396	
15.4058 1.00248	1.00358	
15.4148 1.00142	1.00253	
15.4239 0.999603	1.00071	
15.433 1.00399	1.00513	
15.4421 1.00448	1.00564	
15.4512 0.999737	1.0009	
15.4603 0.999453	1.00061	
15.4694 0.999957	1.00112	
15.4785 1.00175	1.00293	
15.4876 1.00409	1.0053	
15.4967 0.99722	0.998409	
15.5058 0.999594	1.00079	
15.5149 0.998004	0.999193	
15.5239 0.998626	0.999815	
15.533 1.00323	1.00444	
15.5421 1.0003	1.00152	
15.5512 1.00139	1.00262	
15.5603 0.995068	0.996273	
15.5694 1.00013	1.00134	
15.5785 0.999812	1.00103	
15.5876 0.99834	0.999557	
15.5967 0.996018	0.99722	
15.6058 1.00034	1.00155	
15.6149 0.997629	0.998834	
15.624 0.998383	0.999588	
15.633 1.00224	1.00347	
15.6421 0.995701	0.996904	
15.6512 0.999635	1.00085	
15.6603 0.999502	1.00072	
15.6694 0.993787	0.994974	
15.6785 0.997278	0.998462	
15.6876 0.997259	0.998437	
15.6967 0.996981	0.998151	
15.7058 1.00095	1.00213	
15.7149 0.99926	1.00044	
15.724 0.996938	0.99811	
15.7331 0.99745	0.998617	
15.7421 0.994724	0.995871	
15.7512 1.00681	1.00801	
15.7603 0.998241	0.999424	
15.7694 0.998435	0.999616	
15.7785 0.990003	0.991136	
15.7876 0.995968	0.997095	
15.7967 0.997937	0.999062	
15.8058 0.99506	0.996166	
15.8149 1.00109	1.00221	
15.824 0.991134	0.992211	
15.8331 0.994687	0.99575	
15.8422 0.997084	0.998141	
15.8512 0.99992	1.00098	
15.8603 0.993867	0.994903	
15.8694 0.999801	1.00085	
15.8785 0.993414	0.994428	
15.8876 0.994378	0.995373	
15.8967 0.996064	0.997048	
15.9058 0.996938	0.997913	
15.9149 0.994721	0.995675	
15.924 0.995305	0.996243	
15.9331 0.996192	0.997118	
15.9422 0.987936	0.988805	
15.9513 0.997465	0.998334	
15.9603 0.999226	1.0001	
15.9694 0.992956	0.993794	
15.9785 0.99425	0.995066	
15.9876 1.00097	1.0018	
15.9967 0.997445	0.998265	
16.0058 0.996757	0.997565	
16.0149 0.99451	0.995295	
16.024 0.996445	0.997218	
16.0331 0.98905	0.989771	
16.0422 0.992502	0.993195	
16.0513 0.995263	0.995939	
16.0604 0.99608	0.996741	
16.0694 0.99077	0.991388	
16.0785 0.999152	0.999775	
16.0876 0.998175	0.998791	
16.0967 0.995825	0.996423	
16.1058 0.997898	0.99849	
16.1149 0.992991	0.99355	
16.124 0.996998	0.997548	
16.1331 0.996689	0.997225	
16.1422 0.994191	0.994701	
16.1513 0.994687	0.995175	
16.1604 0.996312	0.996785	
16.1695 0.998701	0.999172	
16.1785 0.994979	0.995426	
16.1876 0.991424	0.991831	
16.1967 0.993602	0.993981	
16.2058 0.993942	0.994293	
16.2149 0.994434	0.994761	
16.224 0.996132	0.996442	
16.2331 0.997829	0.99813	
16.2422 0.999939	1.00024	
16.2513 0.994898	0.995177	
16.2604 1.00053	1.00082	
16.2695 0.998736	0.999015	
16.2786 1.00036	1.00064	
16.2876 0.994369	0.994623	
16.2967 0.992785	0.993004	
16.3058 0.994172	0.994365	
16.3149 0.99405	0.994213	
16.324 0.994504	0.994642	
16.3331 0.998551	0.998683	
16.3422 0.9951	0.995208	
16.3513 0.997309	0.997403	
16.3604 0.998264	0.99835	
16.3695 0.996602	0.996672	
16.3786 0.994459	0.994501	
16.3876 0.997108	0.997136	
16.3967 1.00131	1.00134	
16.4058 0.996793	0.996812	
16.4149 0.996147	0.996145	
16.424 0.994414	0.994384	
16.4331 0.998543	0.998505	
16.4422 0.99901	0.998967	
16.4513 0.997574	0.997518	
16.4604 0.99078	0.990677	
16.4695 0.995985	0.99586	
16.4786 0.988912	0.988731	
16.4877 0.99561	0.995403	
16.4967 0.996197	0.995969	
16.5058 0.996333	0.996085	
16.5149 0.999002	0.998746	
16.524 0.998433	0.998168	
16.5331 0.99202	0.991714	
16.5422 0.991286	0.990933	
16.5513 0.991842	0.991444	
16.5604 0.998449	0.998038	
16.5695 0.996427	0.995996	
16.5786 0.995194	0.994735	
16.5877 0.987685	0.987162	
16.5968 0.995501	0.994946	
16.6058 0.99833	0.997762	
16.6149 0.999365	0.99879	
16.624 0.991951	0.991334	
16.6331 0.99757	0.996933	
16.6422 0.999113	0.998466	
16.6513 0.997423	0.99676	
16.6604 1.00646	1.00583	
16.6695 0.991894	0.991218	
16.6786 0.999426	0.998739	
16.6877 0.999865	0.999173	
